米	ベイ	米	名詞-固有名詞-地域-国		
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
。	。	。	記号-句点		
EOS
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
販売	ハンバイ	販売	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
４	ヨン	４	名詞-数		
Ｓ	エス	Ｓ	記号-アルファベット		
EOS
　	　	　	記号-空白		
「	「	「	記号-括弧開		
そりゃ	ソリャ	そりゃ	接続詞		
必死	ヒッシ	必死	名詞-形容動詞語幹		
です	デス	です	助動詞	特殊・デス	基本形
よ	ヨ	よ	助詞-終助詞		
。	。	。	記号-句点		
ａｕ	ａｕ	ａｕ	名詞-一般		
から	カラ	から	助詞-格助詞-一般		
は	ハ	は	助詞-係助詞		
この	コノ	この	連体詞		
何	ナン	何	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
、	、	、	記号-読点		
相当	ソウトウ	相当	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
顧客	コキャク	顧客	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
もらっ	モラッ	もらう	動詞-自立	五段・ワ行促音便	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
から	カラ	から	助詞-接続助詞		
。	。	。	記号-句点		
ａｕ	ａｕ	ａｕ	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
戻る	モドル	戻る	動詞-自立	五段・ラ行	基本形
可能	カノウ	可能	名詞-形容動詞語幹		
性	セイ	性	名詞-接尾-一般		
が	ガ	が	助詞-格助詞-一般		
怖かっ	コワカッ	怖い	形容詞-自立	形容詞・アウオ段	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
」	」	」	記号-括弧閉		
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
の	ノ	の	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
幹部	カンブ	幹部	名詞-一般		
は	ハ	は	助詞-係助詞		
打ち明ける	ウチアケル	打ち明ける	動詞-自立	一段	基本形
。	。	。	記号-句点		
全国	ゼンコク	全国	名詞-一般		
家電	カデン	家電	名詞-一般		
量販	リョウハン	量販	名詞-サ変接続		
店	テン	店	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
販売	ハンバイ	販売	名詞-サ変接続		
動向	ドウコウ	動向	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
調査	チョウサ	調査	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
いる	イル	いる	動詞-非自立	一段	基本形
ＢＣＮ	ＢＣＮ	ＢＣＮ	名詞-一般		
（	（	（	記号-括弧開		
東京	トウキョウ	東京	名詞-固有名詞-地域-一般		
・	・	・	記号-一般		
千代田	チヨダ	千代田	名詞-固有名詞-組織		
）	）	）	記号-括弧閉		
に	ニ	に	助詞-格助詞-一般		
よる	ヨル	よる	動詞-自立	五段・ラ行	基本形
と	ト	と	助詞-接続助詞		
、	、	、	記号-読点		
昨年	サクネン	昨年	名詞-副詞可能		
11	11	11	名詞-数		
月	ツキ	月	名詞-一般		
の	ノ	の	助詞-連体化		
４	ヨン	４	名詞-数		
Ｓ	エス	Ｓ	記号-アルファベット		
の	ノ	の	助詞-連体化		
事業	ジギョウ	事業	名詞-一般		
者	シャ	者	名詞-接尾-一般		
別	ベツ	別	名詞-接尾-一般		
シェア	シェア	シェア	名詞-一般		
は	ハ	は	助詞-係助詞		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
66	66	66	名詞-数		
.	.	.	名詞-サ変接続		
4	4	4	名詞-数		
％	パーセント	％	名詞-接尾-助数詞		
、	、	、	記号-読点		
ａｕ	ａｕ	ａｕ	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
33	33	33	名詞-数		
.	.	.	名詞-サ変接続		
6	6	6	名詞-数		
％	パーセント	％	名詞-接尾-助数詞		
だっ	ダッ	だ	助動詞	特殊・ダ	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
ヨドバシカメラ	ヨドバシカメラ	ヨドバシカメラ	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
ホームページ	ホームページ	ホームページ	名詞-一般		
上	ジョウ	上	名詞-接尾-副詞可能		
に	ニ	に	助詞-格助詞-一般		
公開	コウカイ	公開	名詞-サ変接続		
する	スル	する	動詞-自立	サ変・スル	基本形
１月	イチガツ	１月	名詞-副詞可能		
11	11	11	名詞-数		
日	ニチ	日	名詞-接尾-助数詞		
時点	ジテン	時点	名詞-一般		
の	ノ	の	助詞-連体化		
４	ヨン	４	名詞-数		
Ｓ	エス	Ｓ	記号-アルファベット		
の	ノ	の	助詞-連体化		
在庫	ザイコ	在庫	名詞-サ変接続		
状況	ジョウキョウ	状況	名詞-一般		
で	デ	で	助詞-格助詞-一般		
も	モ	も	助詞-係助詞		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
の	ノ	の	助詞-連体化		
モデル	モデル	モデル	名詞-一般		
は	ハ	は	助詞-係助詞		
「	「	「	記号-括弧開		
ご	ゴ	ご	接頭詞-名詞接続		
予約	ヨヤク	予約	名詞-サ変接続		
受付	ウケツケ	受付	名詞-サ変接続		
中	チュウ	中	名詞-接尾-副詞可能		
」	」	」	記号-括弧閉		
の	ノ	の	助詞-連体化		
表示	ヒョウジ	表示	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
多く	オオク	多い	形容詞-自立	形容詞・アウオ段	連用テ接続
、	、	、	記号-読点		
ａｕ	ａｕ	ａｕ	名詞-固有名詞-組織		
の	ノ	の	助詞-連体化		
方	ホウ	方	名詞-非自立-一般		
が	ガ	が	助詞-格助詞-一般		
少ない	スクナイ	少ない	形容詞-自立	形容詞・アウオ段	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
当初	トウショ	当初	名詞-副詞可能		
「	「	「	記号-括弧開		
100	100	100	名詞-数		
万	マン	万	名詞-数		
人	ニン	人	名詞-接尾-助数詞		
規模	キボ	規模	名詞-一般		
の	ノ	の	助詞-連体化		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
ユーザー	ユーザー	ユーザー	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
解約	カイヤク	解約	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
も	モ	も	助詞-係助詞		
おかしく	オカシク	おかしい	形容詞-自立	形容詞・イ段	連用テ接続
ない	ナイ	ない	助動詞	特殊・ナイ	基本形
と	ト	と	助詞-格助詞-引用		
思っ	オモッ	思う	動詞-自立	五段・ワ行促音便	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
」	」	」	記号-括弧閉		
（	（	（	記号-括弧開		
孫	マゴ	孫	名詞-一般		
正義	セイギ	正義	名詞-一般		
社長	シャチョウ	社長	名詞-一般		
）	）	）	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
警戒	ケイカイ	警戒	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
が	ガ	が	助詞-接続助詞		
、	、	、	記号-読点		
蓋	フタ	蓋	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
開けれ	ヒラケレ	開ける	動詞-自立	一段	仮定形
ば	バ	ば	助詞-接続助詞		
過去	カコ	過去	名詞-副詞可能		
最高	サイコウ	最高	名詞-一般		
の	ノ	の	助詞-連体化		
予約	ヨヤク	予約	名詞-サ変接続		
数	スウ	数	名詞-接尾-一般		
を	ヲ	を	助詞-格助詞-一般		
記録	キロク	記録	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
優勢	ユウセイ	優勢	名詞-形容動詞語幹		
に	ニ	に	助詞-格助詞-一般		
至っ	イタッ	至る	動詞-自立	五段・ラ行	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
要因	ヨウイン	要因	名詞-一般		
は	ハ	は	助詞-係助詞		
いくつ	イクツ	いくつ	名詞-代名詞-一般		
か	カ	か	助詞-副助詞／並立助詞／終助詞		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
１つ	ヒトツ	１つ	名詞-一般		
は	ハ	は	助詞-係助詞		
ａ	エイ	ａ	記号-アルファベット		
ｕ	ユー	ｕ	記号-アルファベット		
版	バン	版	名詞-一般		
と	ト	と	助詞-格助詞-一般		
の	ノ	の	助詞-連体化		
機能	キノウ	機能	名詞-サ変接続		
の	ノ	の	助詞-連体化		
差	サ	差	名詞-一般		
だ	ダ	だ	助動詞	特殊・ダ	基本形
。	。	。	記号-句点		
通話	ツウワ	通話	名詞-サ変接続		
中	チュウ	中	名詞-接尾-副詞可能		
に	ニ	に	助詞-格助詞-一般		
データ通信	データツウシン	データ通信	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
可能	カノウ	可能	名詞-形容動詞語幹		
で	デ	だ	助動詞	特殊・ダ	連用形
、	、	、	記号-読点		
メール	メール	メール	名詞-一般		
の	ノ	の	助詞-連体化		
即時	ソクジ	即時	名詞-一般		
受信	ジュシン	受信	名詞-サ変接続		
、	、	、	記号-読点		
テレビ	テレビ	テレビ	名詞-一般		
電話	デンワ	電話	名詞-サ変接続		
「	「	「	記号-括弧開		
フェイス	フェイス	フェイス	名詞-一般		
タイム	タイム	タイム	名詞-一般		
」	」	」	記号-括弧閉		
が	ガ	が	助詞-格助詞-一般		
使える	ツカエル	使える	動詞-自立	一段	基本形
など	ナド	など	助詞-副助詞		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
版	バン	版	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
機能	キノウ	機能	名詞-サ変接続		
充実	ジュウジツ	充実	名詞-サ変接続		
が	ガ	が	助詞-格助詞-一般		
目立つ	メダツ	目立つ	動詞-自立	五段・タ行	基本形
。	。	。	記号-句点		
通信	ツウシン	通信	名詞-サ変接続		
速度	ソクド	速度	名詞-一般		
（	（	（	記号-括弧開		
規格	キカク	規格	名詞-一般		
値	チ	値	名詞-接尾-一般		
）	）	）	記号-括弧閉		
で	デ	で	助詞-格助詞-一般		
も	モ	も	助詞-係助詞		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
版	バン	版	名詞-接尾-一般		
が	ガ	が	助詞-格助詞-一般		
上回る	ウワマワル	上回る	動詞-自立	五段・ラ行	基本形
。	。	。	記号-句点		
発売	ハツバイ	発売	名詞-サ変接続		
前後	ゼンゴ	前後	名詞-副詞可能		
から	カラ	から	助詞-格助詞-一般		
「	「	「	記号-括弧開		
徐々に	ジョジョニ	徐々に	副詞-一般		
機能	キノウ	機能	名詞-サ変接続		
の	ノ	の	助詞-連体化		
違い	チガイ	違い	名詞-ナイ形容詞語幹		
が	ガ	が	助詞-格助詞-一般		
伝わり	ツタワリ	伝わる	動詞-自立	五段・ラ行	連用形
、	、	、	記号-読点		
販売	ハンバイ	販売	名詞-サ変接続		
動向	ドウコウ	動向	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
反映	ハンエイ	反映	名詞-サ変接続		
さ	サ	する	動詞-自立	サ変・スル	未然レル接続
れ	レ	れる	動詞-接尾	一段	連用形
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
た	タ	た	助動詞	特殊・タ	基本形
」	」	」	記号-括弧閉		
（	（	（	記号-括弧開		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
幹部	カンブ	幹部	名詞-一般		
）	）	）	記号-括弧閉		
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
「	「	「	記号-括弧開		
570	570	570	名詞-数		
円	エン	円	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
差	サ	差	名詞-一般		
」	」	」	記号-括弧閉		
も	モ	も	助詞-係助詞		
料金	リョウキン	料金	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
敏感	ビンカン	敏感	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
利用	リヨウ	利用	名詞-サ変接続		
者	シャ	者	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
心	ココロ	心	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
つかん	ツカン	つかむ	動詞-自立	五段・マ行	連用タ接続
だ	ダ	だ	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
版	バン	版	名詞-接尾-一般		
の	ノ	の	助詞-連体化		
月額	ゲツガク	月額	名詞-一般		
データ通信	データツウシン	データ通信	名詞-固有名詞-組織		
料金	リョウキン	料金	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
4410	4410	4410	名詞-数		
円	エン	円	名詞-接尾-助数詞		
に対し	ニタイシ	に対し	助詞-格助詞-連語		
、	、	、	記号-読点		
ａｕ	ａｕ	ａｕ	名詞-一般		
版	バン	版	名詞-接尾-一般		
は	ハ	は	助詞-係助詞		
4980	4980	4980	名詞-数		
円	エン	円	名詞-接尾-助数詞		
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
ライバル	ライバル	ライバル	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
思い切っ	オモイキッ	思い切る	動詞-自立	五段・ラ行	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
料金	リョウキン	料金	名詞-一般		
設定	セッテイ	設定	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
打ち出し	ウチダシ	打ち出す	動詞-自立	五段・サ行	連用形
て	テ	て	助詞-接続助詞		
くる	クル	くる	動詞-非自立	カ変・クル	基本形
か	カ	か	助詞-副助詞／並立助詞／終助詞		
戦々恐々	センセンキョウキョウ	戦々恐々	名詞-一般		
と	ト	と	助詞-格助詞-一般		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
が	ガ	が	助詞-接続助詞		
、	、	、	記号-読点		
ａｕ	ａｕ	ａｕ	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
米	ベイ	米	名詞-固有名詞-地域-国		
グーグル	グーグル	グーグル	名詞-一般		
の	ノ	の	助詞-連体化		
基本	キホン	基本	名詞-一般		
ソフト	ソフト	ソフト	名詞-一般		
「	「	「	記号-括弧開		
アンドロイド	アンドロイド	アンドロイド	名詞-固有名詞-一般		
」	」	」	記号-括弧閉		
搭載	トウサイ	搭載	名詞-サ変接続		
の	ノ	の	助詞-連体化		
スマホ	スマホ	スマホ	名詞-一般		
（	（	（	記号-括弧開		
同	ドウ	同	接頭詞-名詞接続		
5460	5460	5460	名詞-数		
円	エン	円	名詞-接尾-助数詞		
）	）	）	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
の	ノ	の	助詞-連体化		
兼ね合い	カネアイ	兼ね合い	名詞-一般		
など	ナド	など	助詞-副助詞		
から	カラ	から	助詞-格助詞-一般		
微妙	ビミョウ	微妙	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
着地	チャクチ	着地	名詞-サ変接続		
点	テン	点	名詞-接尾-一般		
に	ニ	に	助詞-格助詞-一般		
なっ	ナッ	なる	動詞-自立	五段・ラ行	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
感	カン	感	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
ある	アル	ある	動詞-自立	五段・ラ行	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
現場	ゲンバ	現場	名詞-一般		
の	ノ	の	助詞-連体化		
販売	ハンバイ	販売	名詞-サ変接続		
店員	テンイン	店員	名詞-一般		
の	ノ	の	助詞-連体化		
「	「	「	記号-括弧開		
力量	リキリョウ	力量	名詞-一般		
」	」	」	記号-括弧閉		
も	モ	も	助詞-係助詞		
売れ行き	ウレユキ	売れ行き	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
左右	サユウ	左右	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
と	ト	と	助詞-格助詞-引用		
の	ノ	の	助詞-連体化		
見方	ミカタ	見方	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
多い	オオイ	多い	形容詞-自立	形容詞・アウオ段	基本形
。	。	。	記号-句点		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
08	08	08	名詞-数		
年	ネン	年	名詞-接尾-助数詞		
７月	シチガツ	７月	名詞-副詞可能		
に	ニ	に	助詞-格助詞-一般		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-一般		
販売	ハンバイ	販売	名詞-サ変接続		
に	ニ	に	助詞-格助詞-一般		
参入	サンニュウ	参入	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
、	、	、	記号-読点		
実質	ジッシツ	実質	名詞-一般		
的	テキ	的	名詞-接尾-形容動詞語幹		
に	ニ	に	助詞-副詞化		
国内	コクナイ	国内	名詞-一般		
で	デ	で	助詞-格助詞-一般		
独占	ドクセン	独占	名詞-サ変接続		
販売	ハンバイ	販売	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
き	キ	くる	動詞-非自立	カ変・クル	連用形
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
４	ヨン	４	名詞-数		
Ｓ	Ｓ	Ｓ	名詞-固有名詞-組織		
が	ガ	が	助詞-格助詞-一般		
４	ヨン	４	名詞-数		
モデル	モデル	モデル	名詞-一般		
目	メ	目	名詞-接尾-一般		
と	ト	と	助詞-格助詞-一般		
なり	ナリ	なる	動詞-自立	五段・ラ行	連用形
、	、	、	記号-読点		
販売	ハンバイ	販売	名詞-サ変接続		
店員	テンイン	店員	名詞-一般		
は	ハ	は	助詞-係助詞		
慣れ	ナレ	慣れる	動詞-自立	一段	連用形
た	タ	た	助動詞	特殊・タ	基本形
もの	モノ	もの	名詞-非自立-一般		
。	。	。	記号-句点		
今月	コンゲツ	今月	名詞-副詞可能		
、	、	、	記号-読点		
都内	トナイ	都内	名詞-一般		
の	ノ	の	助詞-連体化		
ソフトバンク	ソフトバンク	ソフトバンク	名詞-固有名詞-組織		
ショップ	ショップ	ショップ	名詞-一般		
で	デ	で	助詞-格助詞-一般		
４	ヨン	４	名詞-数		
Ｓ	Ｓ	Ｓ	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
購入	コウニュウ	購入	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
た	タ	た	助動詞	特殊・タ	基本形
20	20	20	名詞-数		
代	ダイ	代	名詞-接尾-助数詞		
の	ノ	の	助詞-連体化		
女性	ジョセイ	女性	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
話	ハナシ	話	名詞-サ変接続		
を	ヲ	を	助詞-格助詞-一般		
聞く	キク	聞く	動詞-自立	五段・カ行イ音便	基本形
と	ト	と	助詞-接続助詞		
、	、	、	記号-読点		
「	「	「	記号-括弧開		
機能	キノウ	機能	名詞-サ変接続		
や	ヤ	や	助詞-並立助詞		
使い方	ツカイカタ	使い方	名詞-一般		
を	ヲ	を	助詞-格助詞-一般		
お	オ	お	接頭詞-名詞接続		
店	ミセ	店	名詞-一般		
の	ノ	の	助詞-連体化		
人	ヒト	人	名詞-一般		
が	ガ	が	助詞-格助詞-一般		
細かく	コマカク	細かい	形容詞-自立	形容詞・アウオ段	連用テ接続
説明	セツメイ	説明	名詞-サ変接続		
し	シ	する	動詞-自立	サ変・スル	連用形
て	テ	て	助詞-接続助詞		
くれ	クレ	くれる	動詞-非自立	一段・クレル	連用形
た	タ	た	助動詞	特殊・タ	基本形
」	」	」	記号-括弧閉		
と	ト	と	助詞-格助詞-引用		
満足	マンゾク	満足	名詞-サ変接続		
げ	ゲ	げ	名詞-接尾-一般		
だっ	ダッ	だ	助動詞	特殊・ダ	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
EOS
　	　	　	記号-空白		
逆	ギャク	逆	名詞-一般		
に	ニ	に	助詞-格助詞-一般		
、	、	、	記号-読点		
ａｕ	ａｕ	ａｕ	名詞-固有名詞-組織		
は	ハ	は	助詞-係助詞		
ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	ｉＰｈｏｎｅ	名詞-固有名詞-組織		
販売	ハンバイ	販売	名詞-サ変接続		
参入	サンニュウ	参入	名詞-サ変接続		
の	ノ	の	助詞-連体化		
正式	セイシキ	正式	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
アナウンス	アナウンス	アナウンス	名詞-サ変接続		
から	カラ	から	助詞-格助詞-一般		
わずか	ワズカ	わずか	副詞-助詞類接続		
１	イチ	１	名詞-数		
週間	シュウカン	週間	名詞-接尾-助数詞		
後	ゴ	後	名詞-接尾-副詞可能		
の	ノ	の	助詞-連体化		
発売	ハツバイ	発売	名詞-サ変接続		
だっ	ダッ	だ	助動詞	特殊・ダ	連用タ接続
た	タ	た	助動詞	特殊・タ	基本形
。	。	。	記号-句点		
厳重	ゲンジュウ	厳重	名詞-形容動詞語幹		
な	ナ	だ	助動詞	特殊・ダ	体言接続
情報	ジョウホウ	情報	名詞-一般		
管理	カンリ	管理	名詞-サ変接続		
で	デ	で	助詞-格助詞-一般		
知ら	シラ	知る	動詞-自立	五段・ラ行	未然形
れる	レル	れる	動詞-接尾	一段	基本形
アップル	アップル	アップル	名詞-一般		
の	ノ	の	助詞-連体化		
意向	イコウ	意向	名詞-一般		
など	ナド	など	助詞-副助詞		
も	モ	も	助詞-係助詞		
あり	アリ	ある	動詞-自立	五段・ラ行	連用形
、	、	、	記号-読点		
